Style,Variant Code,total_quantity,stock_level,tier,Selling Price
HARPER MEDIUM TOTE,990.NS.,-2.0,Critical,okay,129.0
KEYSI MEDIUM BI-FOLD WALLET,918.NS,-2.0,Critical,okay,59.0
ADVENTURE SEEKER 25,660.NS,-2.0,Critical,okay,109.99
ABERDEEN CARDHOLDER,440NS,-2.0,Critical,okay,29.0
HADY CURVED SHOULDER BAG,620.NS.,-2.0,Critical,okay,79.99
ABERDEEN CARDHOLDER,847.NS,-2.0,Critical,okay,29.0
SOMMER SHOULDER BAG,975.NS,-1.0,Critical,okay,59.99
CHENAH SATCHEL,120.NS,-1.0,Critical,okay,59.99
CHENAH SATCHEL,849.NS,-1.0,Critical,okay,59.99
MARTINA CLUTCH,919.NS.,-1.0,Critical,okay,59.99
CIANA LARGE WALLET / CROSSBODY,113NS,-1.0,Critical,okay,68.88
DERICA,853.NS,-1.0,Critical,okay,149.99
PHILIPA MINI BACKPACK,736.NS,-1.0,Critical,okay,69.99
UPTOWN LUGGAGE CASE,620.NS,-1.0,Critical,okay,79.99
AREANNA SMALL SHOULDER BAG,720.NS,-1.0,Critical,okay,49.99
UPTOWN LUGGAGE CASE,460.NS,-1.0,Critical,okay,79.99
SOHO 20,110.20,-1.0,Critical,okay,79.99
SHELLY,940.S.,-1.0,Critical,okay,99.99
KAEDE CROSSBODY,990.NS,-1.0,Critical,okay,109.99
KATHANI,870.L.,-1.0,Critical,okay,499.0
HAYDEN,895M,-1.0,Critical,okay,547.0
MATTHEW,990.34,-1.0,Critical,okay,67.0
JACKY,990.S.,-1.0,Critical,okay,199.0
VICTOR,990.M,-1.0,Critical,okay,189.99
BOWEN,350XS,-1.0,Critical,okay,449.0
TILLY,990.S,-1.0,Critical,okay,447.0
JULIETTE,102.3XS,-1.0,Critical,okay,397.0
DALYLA,670.XS,-1.0,Critical,okay,349.99
ELSA,6202XS,-1.0,Critical,okay,299.99
AIDEN,990.XL,-1.0,Critical,okay,299.0
NIKO,931.L,-1.0,Critical,okay,299.0
AVERY,990.S,-1.0,Critical,okay,379.0
QUENTYN,990.L,-1.0,Critical,okay,279.99
EVELYN,160.XS.,-1.0,Critical,okay,229.99
HELENA,870.S.,-1.0,Critical,okay,219.99
ZIARA,990.M,-1.0,Critical,okay,199.99
RALPH,990.M.,-1.0,Critical,okay,199.99
HUNTLEY,870.M,-1.0,Critical,okay,199.99
TESSA,553.06,-1.0,Critical,okay,199.0
CHARLIZE,870.S.,0.0,Critical,okay,447.0
EVELYN,735.S,0.0,Critical,okay,77.0
RYSA,340.3XS,0.0,Critical,okay,179.99
AUBRIEL,990.04,0.0,Critical,okay,349.99
AUBREE LARGE TOTE,990.NS.,0.0,Critical,okay,327.0
VAL CLUTCH,990.NS,0.0,Critical,okay,68.88
VAL CLUTCH,620.NS,0.0,Critical,okay,68.88
ANYA,710.2XL.,0.0,Critical,okay,577.0
AUBREE LARGE TOTE,116.NS.,0.0,Critical,okay,327.0
AVERY,633.L,0.0,Critical,okay,379.0
CHARLIZE,870.L.,0.0,Critical,okay,447.0
AVITA,870.3XS,0.0,Critical,okay,299.99
BERTA,990.XL.,0.0,Critical,okay,199.0
CHARLIZE,870.2XS.,0.0,Critical,okay,447.0
CHARLIZE,870.XS.,0.0,Critical,okay,447.0
CHARLIZE,870.M.,0.0,Critical,okay,447.0
ANYA,710.L.,0.0,Critical,okay,577.0
PORTIA,990.L,0.0,Critical,okay,369.99
PORTIA,990.S,0.0,Critical,okay,369.99
HINISHA,116.2XS,0.0,Critical,okay,1499.99
AVITA,990.XL,0.0,Critical,okay,299.99
STACEY CROSSBODY,920.NS,0.0,Critical,okay,129.0
AVELINE,910.L,0.0,Critical,okay,117.0
HINISHA,116.M,0.0,Critical,okay,1499.99
AVELINE,919.S,0.0,Critical,okay,117.0
AVELINE,915.M,0.0,Critical,okay,117.0
AVELINE,910.S,0.0,Critical,okay,117.0
PORTIA,990.2XS,0.0,Critical,okay,369.99
EMMA,990.M,0.0,Critical,okay,77.0
EVELYN,990.XS,0.0,Critical,okay,77.0
AUBREE SMALL TOTE,710.NS.,0.0,Critical,okay,267.0
AUBREE SMALL TOTE,990.NS.,0.0,Critical,okay,267.0
KATRIANE,990.L,0.0,Critical,okay,379.0
ROSA SHOULDER BAG,990.NS.,0.0,Critical,okay,179.0
KALLINE,990.XS,0.0,Critical,okay,149.99
KATRIANE,990.S,0.0,Critical,okay,379.0
KATRIANE,990.XS,0.0,Critical,okay,379.0
JUNA SHOULDER BAG,990.NS,0.0,Critical,okay,129.99
KIMBER,990.NS,0.0,Critical,okay,99.99
KATRIANE,990.2XS,0.0,Critical,okay,379.0
PHILIPA SHOULDER BAG,736.NS,0.0,Critical,okay,69.99
KALLINE,990.S,0.0,Critical,okay,149.99
RAMONA SATCHEL,821.NS,0.0,Critical,okay,99.99
AUBREE LARGE TOTE,710.NS.,0.0,Critical,okay,327.0
KATRIANE,990.M,0.0,Critical,okay,379.0
DARIA,440.XS,0.0,Critical,okay,447.0
ANGELIQUE,120.3XS.,0.0,Critical,okay,279.99
MURPHY,990.S,0.0,Critical,okay,1199.99
ELSA,620M,0.0,Critical,okay,299.99
RYSA,340.XS,0.0,Critical,okay,179.99
SHADEL,355.2XS,0.0,Critical,okay,379.99
STAR,990.M,0.0,Critical,okay,379.99
ZIARA,990.L,0.0,Critical,okay,199.99
JULISSA,9903XS,0.0,Critical,okay,249.99
NINA,710.3XS,0.0,Critical,okay,279.0
SHADEL,355.XL,0.0,Critical,okay,379.99
SHADEL,355.L,0.0,Critical,okay,379.99
ELIZA,700.XS,0.0,Critical,okay,377.0
SHADEL,355.M,0.0,Critical,okay,379.99
SHADEL,990.2XL,0.0,Critical,okay,379.99
ZIA,127.3XS.,0.0,Critical,okay,169.99
MAVIS,919.S,0.0,Critical,okay,369.99
MAVIS,919.M,0.0,Critical,okay,369.99
MAVIS,919.L,0.0,Critical,okay,369.99
RENNY,710.XS,0.0,Critical,okay,149.99
ARLENE,633.06,0.0,Critical,okay,199.0
RYSA,340.XL,0.0,Critical,okay,179.99
RYSA,340.S,0.0,Critical,okay,179.99
SHADEL,355.S,0.0,Critical,okay,379.99
DARIA,314.2XS,0.0,Critical,okay,447.0
ANYA,710.XS.,0.0,Critical,okay,577.0
ANYA,710.3XS.,0.0,Critical,okay,577.0
MURPHY,990.3XS,0.0,Critical,okay,1199.99
ANYA,710.XL.,0.0,Critical,okay,577.0
ANYA,710.M.,0.0,Critical,okay,577.0
ELSA,990XL,0.0,Critical,okay,299.99
PRISCILLA,990.L,0.0,Critical,okay,499.99
RUBINA,730.L,0.0,Critical,okay,999.99
RUBINA,730.XL,0.0,Critical,okay,999.99
VANIKA,990.M,0.0,Critical,okay,379.99
VANIKA,990.XL,0.0,Critical,okay,379.99
ANYA,710.2XS.,0.0,Critical,okay,577.0
YANI,990.3XS,0.0,Critical,okay,229.0
RUBINA,730.3XS,0.0,Critical,okay,999.99
PRISCILLA,990.XL,0.0,Critical,okay,499.99
PRISCILLA,990.M,0.0,Critical,okay,499.99
ANYA,710.S.,0.0,Critical,okay,577.0
PRISCILLA,990.S,0.0,Critical,okay,499.99
ELLIAT,554.L,0.0,Critical,okay,249.99
ANGELIQUE,120.XS.,0.0,Critical,okay,279.99
ANGELIQUE,120.S.,0.0,Critical,okay,279.99
ANGELIQUE,120.L.,0.0,Critical,okay,279.99
AIDA,555.L.,0.0,Critical,okay,169.99
LULA CARDHOLDER,855.NS,0.0,Critical,okay,49.0
RUBY,549.S.,0.0,Critical,okay,169.99
JODELLE CARDHOLDER,552NS,0.0,Critical,okay,49.0
DANEE,990.S,0.0,Critical,okay,39.0
"BOSTON 24"" MEDIUM LUGGAGE CASE",470.NS.,0.0,Critical,okay,247.0
SOHO 28,460.28,0.0,Critical,okay,89.99
"BOSTON 24"" MEDIUM LUGGAGE CASE",316.NS.,0.0,Critical,okay,247.0
"BOSTON 28"" LARGE LUGGAGE CASE",940.NS.,0.0,Critical,okay,297.0
"BOSTON 28"" LARGE LUGGAGE CASE",470.NS.,0.0,Critical,okay,297.0
"BOSTON 28"" LARGE LUGGAGE CASE",316.NS.,0.0,Critical,okay,297.0
DANEE,990.M,0.0,Critical,okay,39.0
"BOSTON 20"" CARRY-ON CASE",470.NS.,0.0,Critical,okay,177.0
DAMIEN,890.S,0.0,Critical,okay,117.0
SOHO 20,990.20,0.0,Critical,okay,79.99
SOHO 24,460.24,0.0,Critical,okay,79.99
SOHO 28,990.28,0.0,Critical,okay,89.99
BOSTON NYLON SLING BAG,940.NS.,0.0,Critical,okay,167.0
FARRYN,735L,0.0,Critical,okay,87.0
BAZ,990.L,0.0,Critical,okay,117.0
MOLLY,104.3XS.,0.0,Critical,okay,279.99
MIRA,990.2XL,0.0,Critical,okay,349.99
MIRA,990.XL,0.0,Critical,okay,349.99
MIRA,990.L,0.0,Critical,okay,349.99
SOHO 20,460.20,0.0,Critical,okay,79.99
MIRA,990.M,0.0,Critical,okay,349.99
BOSTON NYLON SLING BAG,316.NS.,0.0,Critical,okay,167.0
MATHIS,990.XL,0.0,Critical,okay,77.0
BOSTON NYLON DUFFEL,316.NS.,0.0,Critical,okay,227.0
BOSTON NYLON DUFFEL,470.NS.,0.0,Critical,okay,227.0
BOSTON NYLON LAPTOP CASE,316.NS.,0.0,Critical,okay,197.0
BOSTON NYLON LAPTOP CASE,470.NS.,0.0,Critical,okay,197.0
BOSTON NYLON LAPTOP CASE,940.NS.,0.0,Critical,okay,197.0
EDISON,730.L,0.0,Critical,okay,127.0
EDISON,990.S,0.0,Critical,okay,127.0
EDISON,730.M,0.0,Critical,okay,127.0
EDISON,730.S,0.0,Critical,okay,127.0
"BOSTON 20"" CARRY-ON CASE",316.NS.,0.0,Critical,okay,177.0
EDISON,990.M,0.0,Critical,okay,127.0
TRAVELPRO BACKPACK,990.NS,0.0,Critical,okay,197.0
MAXYM,990.XS,0.0,Critical,okay,97.0
BOSTON NYLON SLING BAG,470.NS.,0.0,Critical,okay,167.0
"BOSTON 24"" MEDIUM LUGGAGE CASE",940.NS.,0.0,Critical,okay,247.0
MAXYM,990.XL,0.0,Critical,okay,97.0
MATHIS,870.XL,0.0,Critical,okay,77.0
BRAX,870.45.,0.0,Critical,okay,129.99
"BOSTON 20"" CARRY-ON CASE",940.NS.,0.0,Critical,okay,177.0
KRYS,990NS,0.0,Critical,okay,29.99
BOSTON NYLON DUFFEL,940.NS.,0.0,Critical,okay,227.0
AUBREE SMALL TOTE,116.NS.,0.0,Critical,okay,267.0
MIRA,990.S,0.0,Critical,okay,349.99
MIRA,990.2XS,0.0,Critical,okay,349.99
RUBY,549.XL.,0.0,Critical,okay,169.99
RUBY,549.L.,0.0,Critical,okay,169.99
RUBY,549.M.,0.0,Critical,okay,169.99
STAR,990.2XL,0.0,Critical,okay,379.99
NATALIE,700.L.,0.0,Critical,okay,179.99
BILLIE BACKPACK,669.NS,0.0,Critical,okay,99.99
CHENAH CROSSBODY,849.NS,0.0,Critical,okay,59.99
CHENAH SATCHEL,990.NS,0.0,Critical,okay,59.99
IMARA SLING,403.NS,0.0,Critical,okay,79.99
"CLAUDIA 12"" SHOULDER BAG",990.NS.,0.0,Critical,okay,69.99
JINELLI LARGE TOTE,703.NS,0.0,Critical,okay,129.99
FABIOLA,990.L,0.0,Critical,okay,599.99
GLORYA,990.S,0.0,Critical,okay,1999.0
GLORYA,990.XS,0.0,Critical,okay,1999.0
GIA,920.2XL.,0.0,Critical,okay,299.99
ABERDEEN CARDHOLDER,805.NS,0.0,Critical,okay,29.0
ABERDEEN WALLET,115.NS,0.0,Critical,okay,69.0
FABIOLA,990.2XL,0.0,Critical,okay,599.99
FABIOLA,990.XL,0.0,Critical,okay,599.99
BAZ,990.M,0.0,Critical,okay,117.0
RYSA,639.M,0.0,Critical,okay,179.99
MIRA,990.XS,0.0,Critical,okay,349.99
ANNYK BUCKET BAG,990.NS,0.0,Critical,okay,99.99
JEMMA,990.L,0.0,Critical,okay,229.99
FARLOW SATCHEL,214.NS,0.0,Critical,okay,129.99
NATALIE,916.S.,0.0,Critical,okay,179.99
KEYLA,6532XS,0.0,Critical,okay,349.99
KEYLA,9902XL,0.0,Critical,okay,349.99
KEYLA,990XL,0.0,Critical,okay,349.99
KEYLA,990L,0.0,Critical,okay,349.99
KEYLA,990S,0.0,Critical,okay,349.99
KEYLA,990XS,0.0,Critical,okay,349.99
KATYA,653.3XS,0.0,Critical,okay,99.99
RUBY,920.XL.,0.0,Critical,okay,169.99
KATYA,653.2XS,0.0,Critical,okay,99.99
NATALIE,916.M.,0.0,Critical,okay,179.99
IMARA SLING,633.NS,0.0,Critical,okay,79.99
RUBY,549.2XL.,0.0,Critical,okay,169.99
MARINA,990.08,0.0,Critical,okay,169.99
SADIE,401.2XS.,0.0,Critical,okay,19.99
SHELBY,990.2XS.,0.0,Critical,okay,19.99
ANUSHA,990.14,0.0,Critical,okay,179.99
JEMMA,990.XS,0.0,Critical,okay,229.99
JEMMA,990.S,0.0,Critical,okay,229.99
MOLLY,104.S.,0.0,Critical,okay,279.99
ZIA,127.2XS.,0.0,Critical,okay,169.99
AVERY,633.M,0.0,Critical,okay,379.0
AVALIE,735.XS,0.0,Critical,okay,229.99
THOM,870.XL,0.0,Critical,okay,229.99
TYLER 2,990.S,0.0,Critical,okay,329.0
DENZELL,820.XL,0.0,Critical,okay,1299.99
BOSTON VARSITY,919.XS.,0.0,Critical,okay,497.0
AERYN,990.M,0.0,Critical,okay,299.99
KEVYN,990.2XL,0.0,Critical,okay,199.99
KIKI GLOVE,990.S,0.0,Critical,okay,77.0
MOLLIE,730.L,0.0,Critical,okay,87.0
GEANA,670.NS,0.0,Critical,okay,99.0
MOLLIE,730.M,0.0,Critical,okay,87.0
GEANA,580.NS,0.0,Critical,okay,99.0
GEANA,932.NS,0.0,Critical,okay,99.0
GEANA,105NS,0.0,Critical,okay,99.0
DEVINA,990.32,0.0,Critical,okay,57.0
DEVINA,670.32,0.0,Critical,okay,57.0
DEVINA,847.30,0.0,Critical,okay,57.0
DRELLA,221.NS,0.0,Critical,okay,18.88
KASI BELT,853.36,0.0,Critical,okay,19.99
KASI BELT,620.36,0.0,Critical,okay,19.99
RUTGER,632.M.,0.0,Critical,okay,199.99
RONAN,990.XL,0.0,Critical,okay,449.0
RONAN,990.L,0.0,Critical,okay,449.0
RALPH,990.XL.,0.0,Critical,okay,199.99
VAN,990.2XL,0.0,Critical,okay,499.99
VAN,990.S,0.0,Critical,okay,499.99
NOAH,990.XS,0.0,Critical,okay,599.99
GISELE,520.XL,0.0,Critical,okay,77.0
BRETTA,116.M,0.0,Critical,okay,169.99
VAN,990.XS,0.0,Critical,okay,499.99
HUNTLEY,990.L,0.0,Critical,okay,199.99
DEMI,815.S.,0.0,Critical,okay,699.0
BRENNA,620M,0.0,Critical,okay,229.99
KIKI BELT,990.32,0.0,Critical,okay,19.99
JON,990S,0.0,Critical,okay,249.0
JON,733.M,0.0,Critical,okay,249.0
LANCE,896.L,0.0,Critical,okay,299.99
LANCE,896.XL,0.0,Critical,okay,299.99
LEWIS,460.L,0.0,Critical,okay,329.0
LEWIS,460.3XL,0.0,Critical,okay,329.0
SHARYN,990.M,0.0,Critical,okay,197.0
BRENNA,700.S,0.0,Critical,okay,229.99
NATE,854.S,0.0,Critical,okay,399.0
NATE,854.L,0.0,Critical,okay,399.0
JON,9902XL,0.0,Critical,okay,249.0
BAZ,990.S,0.0,Critical,okay,117.0
MOLLIE,730.S,0.0,Critical,okay,87.0
ALLANDRA,940.NS,0.0,Critical,okay,99.99
RENATA,990.XS,0.0,Critical,okay,97.0
DEMI,815.2XS.,0.0,Critical,okay,699.0
ODILE,990.XL,0.0,Critical,okay,77.0
FARRYN,632S,0.0,Critical,okay,87.0
DEMI,815.3XS.,0.0,Critical,okay,699.0
DEMI,815.L.,0.0,Critical,okay,699.0
LILOU BELT,853.34,0.0,Critical,okay,19.99
LULE,998.NS,0.0,Critical,okay,14.99
SADIA,990.M,0.0,Critical,okay,117.0
EDEN,990.XL,0.0,Critical,okay,399.99
FARRYN,735XL,0.0,Critical,okay,87.0
EASHNA,990.S,0.0,Critical,okay,399.99
EASHNA,990.2XS,0.0,Critical,okay,399.99
FARRYN,730.M,0.0,Critical,okay,87.0
DRIELLE,620.XS,0.0,Critical,okay,99.99
DONNA,990.L,0.0,Critical,okay,1999.0
FARRYN,549.M.,0.0,Critical,okay,87.0
FARRYN,632M,0.0,Critical,okay,87.0
DEMI,815.XS.,0.0,Critical,okay,699.0
DENZELL,820.S,0.0,Critical,okay,1299.99
ZUNY,990.XL.,0.0,Critical,okay,77.0
EASHNA,990.M,0.0,Critical,okay,399.99
EASHNA,990.L,0.0,Critical,okay,399.99
INDIRA,990S,0.0,Critical,okay,87.0
MOLLIE,730.XL,0.0,Critical,okay,87.0
DENZELL,820.M,0.0,Critical,okay,1299.99
YESHA,620.M,0.0,Critical,okay,29.0
SHEANA,990.S,0.0,Critical,okay,68.0
KASPER,908.XL,0.0,Critical,okay,199.99
SHEANA,990.XL,0.0,Critical,okay,68.0
KIKI GLOVE,990.XS,0.0,Critical,okay,77.0
SADIA,990.S,0.0,Critical,okay,117.0
KIKI GLOVE,990.M,0.0,Critical,okay,77.0
STEVIE,990.XS,0.0,Critical,okay,77.0
VIDA,990M,0.0,Critical,okay,97.0
RENATA,990.XL,0.0,Critical,okay,97.0
NOELA,990.M,0.0,Critical,okay,67.0
ZELDA,990.XL,0.0,Critical,okay,29.0
RENATA,990.L,0.0,Critical,okay,97.0
RENATA,990.S,0.0,Critical,okay,97.0
GISELE,710.XL,0.0,Critical,okay,77.0
JACKY,990.XL.,0.0,Critical,okay,199.0
EASHNA,990.2XL,0.0,Critical,okay,399.99
STEVIE,990.M,0.0,Critical,okay,77.0
BAZ,990.XS,0.0,Critical,okay,117.0
BRENNA,620L,0.0,Critical,okay,229.99
AGGIE,116.XS,0.0,Critical,okay,149.99
DALIANE,723XS,0.0,Critical,okay,399.0
DALIANE,7232XS,0.0,Critical,okay,399.0
COEN,990M,0.0,Critical,okay,349.99
CONNOR,734.L.,0.0,Critical,okay,349.0
CONRAD,890.S,0.0,Critical,okay,249.0
QUENTYN,916.XL,0.0,Critical,okay,279.99
CHRISTY,802.XL,0.0,Critical,okay,99.99
CHRISTY,802.M,0.0,Critical,okay,99.99
CHANYSE,990.2XL,0.0,Critical,okay,449.99
DENZELL,820.L,0.0,Critical,okay,1299.99
BORYS,730.L,0.0,Critical,okay,1299.99
CHANYSE,990.M,0.0,Critical,okay,449.99
BRITTA,700.S.,0.0,Critical,okay,149.99
EDEN,990.S,0.0,Critical,okay,399.99
BRITTA,700.2XS.,0.0,Critical,okay,149.99
EDRIK,931.XS,0.0,Critical,okay,269.0
FOSTER,990M,0.0,Critical,okay,198.99
AERYN,620.M,0.0,Critical,okay,299.99
GRAHAM,870.L,0.0,Critical,okay,279.99
ASHER,730XL,0.0,Critical,okay,449.0
ASHER,730M,0.0,Critical,okay,449.0
DALYLA,670.M,0.0,Critical,okay,349.99
BRITTA,700.M.,0.0,Critical,okay,149.99
ASHER,931.M,0.0,Critical,okay,449.0
GENEVIVE,990.M,0.0,Critical,okay,77.0
CHRISTY,802.2XL,0.0,Critical,okay,99.99
TARRANT,990.M.,0.0,Critical,okay,199.99
JOSIAN,340.2XS,0.0,Critical,okay,199.99
JULIETTE,990.2XL,0.0,Critical,okay,397.0
RENFIELD,990.S.,0.0,Critical,okay,349.99
KIMAYA,100.L,0.0,Critical,okay,377.0
CHLOE,990.2XS,0.0,Critical,okay,249.99
LYENA,990.XS,0.0,Critical,okay,299.99
LYENA,990.M,0.0,Critical,okay,299.99
LYENA,990.L,0.0,Critical,okay,299.99
AVALIE,990.L,0.0,Critical,okay,229.99
ZIA,127.XS.,0.0,Critical,okay,169.99
ANSELMA,990.S,0.0,Critical,okay,249.99
MCKENNA 2,990.3XS,0.0,Critical,okay,149.99
MILLIE,998.M,0.0,Critical,okay,199.99
ANSELMA,990.2XS,0.0,Critical,okay,249.99
MONACO BIKER,990.2XL.,0.0,Critical,okay,527.0
ZIA,127.L.,0.0,Critical,okay,169.99
GENEVIVE,990.S,0.0,Critical,okay,77.0
QUENTYN,355.XS,0.0,Critical,okay,279.99
ZIA,127.M.,0.0,Critical,okay,169.99
ZIA,127.S.,0.0,Critical,okay,169.99
EVELYN,632.S,0.0,Critical,okay,77.0
FARRYN,990L,0.0,Critical,okay,87.0
DENZELL,820.2XL,0.0,Critical,okay,1299.99
JARRON,990.XL,0.0,Critical,okay,299.99
GEDDY,990.XL,0.0,Critical,okay,1299.99
LENNARD,990.S,0.0,Critical,okay,249.99
BOSTON VARSITY,911.L.,0.0,Critical,okay,497.0
BOSTON VARSITY,911.M.,0.0,Critical,okay,497.0
BOSTON VARSITY,911.S.,0.0,Critical,okay,497.0
BOSTON VARSITY,911.XL.,0.0,Critical,okay,497.0
BOSTON VARSITY,911.XS.,0.0,Critical,okay,497.0
ANNIKA,860.2XS.,0.0,Critical,okay,299.0
DALYLA,670.XL,0.0,Critical,okay,349.99
GRAHAM,870.XL,0.0,Critical,okay,279.99
BRETTA,414.2XS,0.0,Critical,okay,169.99
LEDGER,990.2XL,0.0,Critical,okay,449.0
ANNIKA,860.XS.,0.0,Critical,okay,299.0
HAYDEN,330.XL,0.0,Critical,okay,547.0
ANNIKA,860.S.,0.0,Critical,okay,299.0
ANNIKA,860.M.,0.0,Critical,okay,299.0
VAN,990.L,0.0,Critical,okay,499.99
VICTOR,990.S,0.0,Critical,okay,189.99
BERNARD,990.S,0.0,Critical,okay,497.0
ANNIKA,860.L.,0.0,Critical,okay,299.0
BOSTON VARSITY,911.2XL.,0.0,Critical,okay,497.0
ANNIKA,860.3XS.,0.0,Critical,okay,299.0
QUENTYN,916.M,0.0,Critical,okay,279.99
ALEKSIA,990.L.,0.0,Critical,okay,699.0
BOSTON VARSITY,919.2XL.,0.0,Critical,okay,497.0
BOSTON VARSITY,919.XL.,0.0,Critical,okay,497.0
BOSTON VARSITY,919.L.,0.0,Critical,okay,497.0
BOOKER,409.XL.,0.0,Critical,okay,19.99
ALIE,340.S,0.0,Critical,okay,99.99
BOSTON VARSITY,919.M.,0.0,Critical,okay,497.0
ALIE,990.2XL,0.0,Critical,okay,99.99
DALYLA,670.2XL,0.0,Critical,okay,349.99
BOSTON VARSITY,919.S.,0.0,Critical,okay,497.0
ALYSON,410.S,0.0,Critical,okay,339.99
ZACK,990S,0.0,Critical,okay,199.99
FARRYN,632XS,0.0,Critical,okay,87.0
ALIE,990.S,0.0,Critical,okay,99.99
ALIE,990.XS,0.0,Critical,okay,99.99
GLORYA,990.L,1.0,Critical,making_progress,1999.0
ALIE,340.L,1.0,Critical,okay,99.99
DONNA,990.M,1.0,Critical,making_progress,1999.0
ALIE,340.XS,1.0,Critical,okay,99.99
ALIE,340.M,1.0,Critical,okay,99.99
TRUDY,120.36.,1.0,Critical,okay,99.99
ALIE,340.2XL,1.0,Critical,okay,99.99
CALLUM,990.XS,1.0,Critical,making_progress,687.0
SUKI,990.38.,1.0,Critical,okay,99.99
UMA MINI TOTE,856.NS,1.0,Critical,okay,99.99
TYLER,875.S,1.0,Critical,okay,627.0
THEODORA,990.NS.,1.0,Critical,okay,109.99
ROBB,733.XS,1.0,Critical,okay,279.99
TRUDY,120.40.,1.0,Critical,okay,99.99
BAZ,990.XL,1.0,Critical,okay,117.0
TYLER,720.S,1.0,Critical,okay,627.0
TYLER,875.M,1.0,Critical,okay,627.0
TYLER,875.L,1.0,Critical,okay,627.0
FABIOLA,990.XS,1.0,Critical,okay,599.99
FABIOLA,990.M,1.0,Critical,okay,599.99
DAMIEN,990.XL,1.0,Critical,okay,117.0
MALENA,122.M.,1.0,Critical,okay,99.99
NAVI,990.00,1.0,Critical,okay,99.99
SELMA,990.XL,1.0,Critical,okay,117.0
WHITLEY CROSSBODY,870.NS.,1.0,Critical,okay,118.0
NAVI,990.08,1.0,Critical,okay,99.99
WHITLEY CROSSBODY,934.NS.,1.0,Critical,okay,118.0
WHITLEY CROSSBODY,549.NS.,1.0,Critical,okay,118.0
ADVENTURE SEEKER 29,990.NS,1.0,Critical,okay,119.99
EDDIE,990.XS,1.0,Critical,okay,279.99
DONNA,990.2XS,1.0,Critical,making_progress,1999.0
RENNY,312.2XS,1.0,Critical,okay,149.99
ADVENTURE SEEKER 29,660.NS,1.0,Critical,okay,119.99
ALIE,990.3XS,1.0,Critical,okay,99.99
BRITTA,700.XS.,1.0,Critical,okay,149.99
DANYKA,580.2XL,1.0,Critical,okay,149.99
RENNY,312.M,1.0,Critical,okay,149.99
OLIVER,990.M,1.0,Critical,okay,149.99
EDDIE,990.S,1.0,Critical,okay,279.99
ANGELIQUE,120.M.,1.0,Critical,okay,279.99
MOLLY,104.M.,1.0,Critical,okay,279.99
QUENTYN,639.XL,1.0,Critical,okay,279.99
GRAHAM,870.2XL,1.0,Critical,okay,279.99
QUENTYN,916.3XL,1.0,Critical,okay,279.99
DANISA,580.2XL,1.0,Critical,okay,149.99
NINA,990.2XS,1.0,Critical,okay,279.0
NINA,710.2XL,1.0,Critical,okay,279.0
OLIVER,990.S,1.0,Critical,okay,149.99
AILEE,100.04,1.0,Critical,okay,149.99
RENNY,710.3XS,1.0,Critical,okay,149.99
DANYKA,700.2XL,1.0,Critical,okay,149.99
RENNY,990.3XS,1.0,Critical,okay,149.99
DANYKA,580.2XS,1.0,Critical,okay,149.99
KRYSTEN,920.XS.,1.0,Critical,okay,149.99
LEXLEY,990.XS.,1.0,Critical,okay,149.99
MCKENNA 2,990.2XL,1.0,Critical,okay,149.99
ELLARIA,723.XS,1.0,Critical,okay,149.99
NINA,633.XL,1.0,Critical,okay,279.0
FARLOW CROSSBODY,420.NS,1.0,Critical,okay,119.99
ELLARIA,723.M,1.0,Critical,okay,149.99
ELLARIA,723.2XL,1.0,Critical,okay,149.99
HARPER MEDIUM TOTE,870.NS.,1.0,Critical,okay,129.0
DAVYNA,929.NS,1.0,Critical,okay,129.99
JINELLI SMALL TOTE,112.NS,1.0,Critical,okay,129.99
ANNYK SHOULDER BAG,100.NS,1.0,Critical,okay,129.99
JINELLI SMALL TOTE,703.NS,1.0,Critical,okay,129.99
BRAX,990.45.,1.0,Critical,okay,129.99
BRAX,990.43.,1.0,Critical,okay,129.99
KAEDE TOTE,990.NS,1.0,Critical,okay,129.99
JUDEE TOTE,990.NS,1.0,Critical,okay,129.99
BRAX,990.44.,1.0,Critical,okay,129.99
CAIN BOOTS,990.45.,1.0,Critical,okay,139.99
RENNY,710.2XS,1.0,Critical,okay,149.99
LOUISA,870.NS.,1.0,Critical,okay,149.0
DEMI,815.M.,1.0,Critical,making_progress,699.0
LEXLEY,990.S.,1.0,Critical,okay,149.99
GLEN,990.3XL,1.0,Critical,making_progress,699.0
ELLARIA,723.L,1.0,Critical,okay,149.99
LEXLEY,990.L.,1.0,Critical,okay,149.99
RENNY,990.2XS,1.0,Critical,okay,149.99
RENNY,990.M,1.0,Critical,okay,149.99
DANYKA,700.XL,1.0,Critical,okay,149.99
BRITTA,700.XL.,1.0,Critical,okay,149.99
DANYKA,700.3XS,1.0,Critical,okay,149.99
ELLARIA,723.XL,1.0,Critical,okay,149.99
ALEKSIA,990.M.,1.0,Critical,making_progress,699.0
ALIE,990.M,1.0,Critical,okay,99.99
IMARA SLING,312.NS,1.0,Critical,okay,79.99
ALIE,990.2XS,1.0,Critical,okay,99.99
MAXTON,411.XS,1.0,Critical,okay,499.0
ANGELA SHAWL,120.NS,1.0,Critical,okay,79.99
KATHANI,870.XL.,1.0,Critical,okay,499.0
KATHANI,990.2XL.,1.0,Critical,okay,499.0
MARCY,100.NS,1.0,Critical,okay,79.99
